"Paper.DOI","Author.Names","gender","certainty","Author.Position.Per.Paper","PositionRegion"
"10.1109/TVCG.2011.254","Xavier Tricoche","male",1,1,"F"
"10.1109/TVCG.2011.255","Jessica Hullman","female",1,1,"F"
"10.1109/TVCG.2011.255","Nicholas Diakopoulos","male",1,2,"L"
"10.1109/TVCG.2011.258","Eduard Gröller","male",1,3,"L"
"10.1109/TVCG.2011.258","Martin Haidacher","male",1,1,"F"
"10.1109/TVCG.2011.258","Stefan Bruckner","male",0.833333333333333,2,"M"
"10.1109/TVCG.2011.259","Daniel Baum","male",0.888888888888889,2,"M"
"10.1109/TVCG.2011.259","Hans-Christian Hege","male",1,3,"L"
"10.1109/TVCG.2011.259","Norbert Lindow","male",1,1,"F"
"10.1109/TVCG.2011.260","Christopher Koehler","male",1,1,"F"
"10.1109/TVCG.2011.260","Haibo Dong","male",1,3,"M"
"10.1109/TVCG.2011.260","Thomas Wischgoll","male",0.833333333333333,2,"M"
"10.1109/TVCG.2011.260","Zachary Gaston","male",0.833333333333333,4,"L"
"10.1109/TVCG.2011.261","Hanqi Guo","male",1,1,"F"
"10.1109/TVCG.2011.261","Ningyu Mao","unisex",1,2,"M"
"10.1109/TVCG.2011.261","Xiaoru Yuan","male",1,3,"L"
"10.1109/TVCG.2012.186","Joachim Giesen","male",0.8,2,"M"
"10.1109/TVCG.2012.186","Klaus Mueller","male",0.8,5,"L"
"10.1109/TVCG.2012.186","Lars Kuehne","male",1,1,"F"
"10.1109/TVCG.2012.186","Sungsoo Ha","male",1,4,"M"
"10.1109/TVCG.2012.186","Zhiyuan Zhang","male",1,3,"M"
"10.1109/TVCG.2012.187","Oliver Hahn","male",1,2,"M"
"10.1109/TVCG.2012.187","Ralf Kähler","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.187","Tom Abel","male",1,3,"L"
"10.1109/TVCG.2012.188","Cagatay Turkay","male",1,2,"M"
"10.1109/TVCG.2012.188","Ivan Viola","male",1,4,"L"
"10.1109/TVCG.2012.188","Mark C. Price","male",1,3,"M"
"10.1109/TVCG.2012.188","Veronika Soltészová","female",1,1,"F"
"10.1109/TVCG.2012.189","Chris Rooney","male",0.833333333333333,2,"M"
"10.1109/TVCG.2012.189","Dong-Han Ham","male",1,4,"M"
"10.1109/TVCG.2012.189","Kai Xu 0003","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.189","Peter J. Passmore","male",1,3,"M"
"10.1109/TVCG.2012.189","Phong H. Nguyen","male",0.8,5,"L"
"10.1109/TVCG.2012.190","Andrea Unger","female",1,1,"F"
"10.1109/TVCG.2012.190","Doris Dransch","female",1,4,"L"
"10.1109/TVCG.2012.190","Sven Schulte","male",0.8,2,"M"
"10.1109/TVCG.2012.190","Volker Klemann","male",0.8,3,"M"
"10.1109/TVCG.2012.191","Andrea Unger","female",1,3,"M"
"10.1109/TVCG.2012.191","Doris Dransch","female",1,5,"L"
"10.1109/TVCG.2012.191","Hans-Christian Hege","male",1,4,"M"
"10.1109/TVCG.2012.191","Mike Sips","male",1,1,"F"
"10.1109/TVCG.2012.191","Patrick Köthur","male",1,2,"M"
"10.1109/TVCG.2012.192","Bernhard Jenny","male",1,1,"F"
"10.1109/TVCG.2012.193","Alexander Wolff","male",1,5,"L"
"10.1109/TVCG.2012.193","André Schulz 0001","male",1,3,"M"
"10.1109/TVCG.2012.193","Jan-Henrik Haunert","male",1,2,"M"
"10.1109/TVCG.2012.193","Joachim Spoerhase","male",0.8,4,"M"
"10.1109/TVCG.2012.193","Martin Fink 0001","male",1,1,"F"
"10.1109/TVCG.2012.194","Kwan-Liu Ma","male",1,2,"L"
"10.1109/TVCG.2012.194","Nathaniel Fout","male",1,1,"F"
"10.1109/TVCG.2012.195","R. Jordan Crouser","male",1,1,"F"
"10.1109/TVCG.2012.195","Remco Chang","male",1,2,"L"
"10.1109/TVCG.2012.196","John Gerth","male",0.857142857142857,2,"M"
"10.1109/TVCG.2012.196","Justin Talbot","male",0.888888888888889,1,"F"
"10.1109/TVCG.2012.196","Pat Hanrahan","male",0.75,3,"L"
"10.1109/TVCG.2012.197","Alfie Abdul-Rahman","male",0.75,2,"M"
"10.1109/TVCG.2012.197","Farhan Mohamed","male",0.8,3,"M"
"10.1109/TVCG.2012.197","Irene Reppa","female",1,5,"M"
"10.1109/TVCG.2012.197","Luciano Floridi","male",0.8,6,"M"
"10.1109/TVCG.2012.197","Min Chen","male",1,7,"L"
"10.1109/TVCG.2012.197","Phil W. Grant","male",0.875,4,"M"
"10.1109/TVCG.2012.197","Rita Borgo","female",1,1,"F"
"10.1109/TVCG.2012.198","Gerik Scheuermann","male",0.8,2,"L"
"10.1109/TVCG.2012.198","Wieland Reich","male",1,1,"F"
"10.1109/TVCG.2012.199","Jean-Daniel Fekete","male",1,3,"L"
"10.1109/TVCG.2012.199","Luana Micallef","female",1,1,"F"
"10.1109/TVCG.2012.199","Pierre Dragicevic","male",1,2,"M"
"10.1109/TVCG.2012.200","Andrea Gomes Campos Bianchi","unisex",1,4,"M"
"10.1109/TVCG.2012.200","Daniela Ushizima","female",1,1,"F"
"10.1109/TVCG.2012.200","Dmitriy Morozov","male",1,2,"M"
"10.1109/TVCG.2012.200","E. Wes Bethel","male",1,6,"L"
"10.1109/TVCG.2012.200","Gunther H. Weber","male",1,3,"M"
"10.1109/TVCG.2012.200","James A. Sethian","male",0.857142857142857,5,"M"
"10.1109/TVCG.2012.202","Anna Vilanova","female",1,6,"M"
"10.1109/TVCG.2012.202","Bernhard Preim","male",1,8,"L"
"10.1109/TVCG.2012.202","Dirk J. Lehmann","male",1,2,"M"
"10.1109/TVCG.2012.202","Gábor Janiga","male",1,4,"M"
"10.1109/TVCG.2012.202","Holger Theisel","male",0.8,7,"M"
"10.1109/TVCG.2012.202","Oliver Beuing","male",1,5,"M"
"10.1109/TVCG.2012.202","Rocco Gasteiger","male",0.8,1,"F"
"10.1109/TVCG.2012.202","Roy van Pelt","male",1,3,"M"
"10.1109/TVCG.2012.203","Anders Persson","male",0.8,4,"M"
"10.1109/TVCG.2012.203","Gunnar Läthén","male",0.8,1,"F"
"10.1109/TVCG.2012.203","Magnus Borga","male",1,5,"L"
"10.1109/TVCG.2012.203","Reiner Lenz","male",0.8,3,"M"
"10.1109/TVCG.2012.203","Stefan Lindholm","male",0.833333333333333,2,"M"
"10.1109/TVCG.2012.204","Bongshin Lee","female",1,1,"F"
"10.1109/TVCG.2012.204","M. Sheelagh T. Carpendale","female",1,4,"L"
"10.1109/TVCG.2012.204","Nathalie Henry Riche","female",0.8,3,"M"
"10.1109/TVCG.2012.204","Petra Isenberg","female",0.857142857142857,2,"M"
"10.1109/TVCG.2012.205","Bertjan Broeksema","male",1,2,"L"
"10.1109/TVCG.2012.205","Thomas Baudel","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.206","Alexander Bock","male",1,1,"F"
"10.1109/TVCG.2012.206","Bingchen Liu","male",1,3,"M"
"10.1109/TVCG.2012.206","Burkhard Wünsche","male",1,4,"M"
"10.1109/TVCG.2012.206","Erik Sundén","male",1,2,"M"
"10.1109/TVCG.2012.206","Timo Ropinski","male",0.8,5,"L"
"10.1109/TVCG.2012.207","Alexander Gribov","male",1,2,"M"
"10.1109/TVCG.2012.207","Alexander Pilhofer","male",1,1,"F"
"10.1109/TVCG.2012.207","Antony Unwin","male",0.833333333333333,3,"L"
"10.1109/TVCG.2012.208","Jarke J. van Wijk","male",1,3,"L"
"10.1109/TVCG.2012.208","Kasper Dinkla","male",0.8,1,"F"
"10.1109/TVCG.2012.208","Michel A. Westenberg","male",0.857142857142857,2,"M"
"10.1109/TVCG.2012.209","Attila Gyulassy","male",1,1,"F"
"10.1109/TVCG.2012.209","Peer-Timo Bremer","male",1,2,"M"
"10.1109/TVCG.2012.209","Valerio Pascucci","male",1,3,"L"
"10.1109/TVCG.2012.210","Arie E. Kaufman","male",0.8,3,"L"
"10.1109/TVCG.2012.210","Krishna Chaitanya Gurijala","male",1,1,"F"
"10.1109/TVCG.2012.210","Lei Wang 0024","male",0.8,2,"M"
"10.1109/TVCG.2012.211","Harald Obermaier","male",1,1,"F"
"10.1109/TVCG.2012.211","Kenneth I. Joy","male",1,2,"L"
"10.1109/TVCG.2012.212","Kwan-Liu Ma","male",1,2,"L"
"10.1109/TVCG.2012.212","Yuzuru Tanahashi","male",1,1,"F"
"10.1109/TVCG.2012.213","Michael Sedlmair","male",1,1,"F"
"10.1109/TVCG.2012.213","Miriah D. Meyer","female",1,2,"M"
"10.1109/TVCG.2012.213","Tamara Munzner","female",0.833333333333333,3,"L"
"10.1109/TVCG.2012.214","Caroline Ziemkiewicz","female",1,3,"M"
"10.1109/TVCG.2012.214","David H. Laidlaw","male",1,5,"L"
"10.1109/TVCG.2012.214","Hua Guo","female",1,4,"M"
"10.1109/TVCG.2012.214","Radu Jianu","male",0.8,2,"M"
"10.1109/TVCG.2012.214","Steven R. Gomez","male",1,1,"F"
"10.1109/TVCG.2012.215","Benjavan Upatising","female",1,4,"M"
"10.1109/TVCG.2012.215","Hanjun Xian","male",1,3,"M"
"10.1109/TVCG.2012.215","Ji Soo Yi","male",0.666666666666667,5,"L"
"10.1109/TVCG.2012.215","Sung-Hee Kim","female",1,1,"F"
"10.1109/TVCG.2012.215","Zhihua Dong","male",1,2,"M"
"10.1109/TVCG.2012.216","Alexander P. Auchus","male",1,3,"M"
"10.1109/TVCG.2012.216","David H. Laidlaw","male",1,4,"L"
"10.1109/TVCG.2012.216","Haipeng Cai","male",1,2,"M"
"10.1109/TVCG.2012.216","Jian Chen","female",0.666666666666667,1,"F"
"10.1109/TVCG.2012.217","Konstantinos Efstathiou 0001","male",0.8,2,"M"
"10.1109/TVCG.2012.217","Lingyun Yu","female",1,1,"F"
"10.1109/TVCG.2012.217","Petra Isenberg","female",0.857142857142857,3,"M"
"10.1109/TVCG.2012.217","Tobias Isenberg 0001","male",1,4,"L"
"10.1109/TVCG.2012.218","Blake Nelson","male",0.875,1,"F"
"10.1109/TVCG.2012.218","Eric Liu","male",1,2,"M"
"10.1109/TVCG.2012.218","Robert Haimes","male",0.857142857142857,4,"L"
"10.1109/TVCG.2012.218","Robert Michael Kirby","male",0.857142857142857,3,"M"
"10.1109/TVCG.2012.219","Andreas Paepcke","male",1,2,"M"
"10.1109/TVCG.2012.219","Jeffrey Heer","male",1,4,"L"
"10.1109/TVCG.2012.219","Joseph M. Hellerstein","male",0.833333333333333,3,"M"
"10.1109/TVCG.2012.219","Sean Kandel","male",0.777777777777778,1,"F"
"10.1109/TVCG.2012.220","Anastasia Bezerianos","female",1,2,"M"
"10.1109/TVCG.2012.220","Jean-Daniel Fekete","male",1,4,"L"
"10.1109/TVCG.2012.220","Nadia Boukhelifa","female",1,1,"F"
"10.1109/TVCG.2012.220","Tobias Isenberg 0001","male",1,3,"M"
"10.1109/TVCG.2012.221","Andrew Vande Moere","male",1,1,"F"
"10.1109/TVCG.2012.221","Christoph Bösch","male",0.8,4,"M"
"10.1109/TVCG.2012.221","Christoph Wimmer","male",0.8,3,"M"
"10.1109/TVCG.2012.221","Martin Tomitsch","male",1,2,"M"
"10.1109/TVCG.2012.221","Thomas Grechenig","male",0.833333333333333,5,"L"
"10.1109/TVCG.2012.222","Benjamin Höferlin","male",1,3,"M"
"10.1109/TVCG.2012.222","Daniel Weiskopf","male",0.888888888888889,5,"L"
"10.1109/TVCG.2012.222","Gunther Heidemann","male",1,4,"M"
"10.1109/TVCG.2012.222","Kuno Kurzhals","male",0.8,2,"M"
"10.1109/TVCG.2012.222","Markus Höferlin","male",1,1,"F"
"10.1109/TVCG.2012.223","Jonathan W. Decker","male",1,2,"M"
"10.1109/TVCG.2012.223","Mark A. Livingston","male",1,1,"F"
"10.1109/TVCG.2012.223","Zhuming Ai","unknown",0,3,"L"
"10.1109/TVCG.2012.224","John T. Stasko","male",0.857142857142857,2,"L"
"10.1109/TVCG.2012.224","Youn ah Kang","male",1,1,"F"
"10.1109/TVCG.2012.225","David Gotz","male",1,2,"L"
"10.1109/TVCG.2012.225","Krist Wongsuphasawat","male",0.8,1,"F"
"10.1109/TVCG.2012.226","Christopher Collins","male",1,3,"M"
"10.1109/TVCG.2012.226","Fanny Chevalier","female",1,2,"M"
"10.1109/TVCG.2012.226","Jian Zhao","male",0.666666666666667,1,"F"
"10.1109/TVCG.2012.226","Ravin Balakrishnan","male",0.6,4,"L"
"10.1109/TVCG.2012.227","Kwan-Liu Ma","male",1,2,"L"
"10.1109/TVCG.2012.227","Nathaniel Fout","male",1,1,"F"
"10.1109/TVCG.2012.228","Julien Tierny","male",1,1,"F"
"10.1109/TVCG.2012.228","Valerio Pascucci","male",1,2,"L"
"10.1109/TVCG.2012.229","Maneesh Agrawala","male",0.8,2,"L"
"10.1109/TVCG.2012.229","Nicholas Kong","male",1,1,"F"
"10.1109/TVCG.2012.230","Dianne Cook","female",0.833333333333333,4,"L"
"10.1109/TVCG.2012.230","Heike Hofmann","female",1,1,"F"
"10.1109/TVCG.2012.230","Lendie Follett","female",1,2,"M"
"10.1109/TVCG.2012.230","Mahbubul Majumder","male",1,3,"M"
"10.1109/TVCG.2012.231","Amitabh Varshney","male",1,2,"M"
"10.1109/TVCG.2012.231","Cheuk Yiu Ip","male",1,1,"F"
"10.1109/TVCG.2012.231","Joseph JáJá","male",0.833333333333333,3,"L"
"10.1109/TVCG.2012.232","Anders Ynnerman","male",0.8,4,"L"
"10.1109/TVCG.2012.232","Daniel Jönsson","male",0.888888888888889,1,"F"
"10.1109/TVCG.2012.232","Joel Kronander","male",1,2,"M"
"10.1109/TVCG.2012.232","Timo Ropinski","male",0.8,3,"M"
"10.1109/TVCG.2012.233","David Whitney","male",1,2,"L"
"10.1109/TVCG.2012.233","Steve Haroz","male",1,1,"F"
"10.1109/TVCG.2012.234","Klaus Mueller","male",0.8,3,"L"
"10.1109/TVCG.2012.234","Nafees Ahmed","male",1,1,"F"
"10.1109/TVCG.2012.234","Ziyi Zheng","female",0.8,2,"M"
"10.1109/TVCG.2012.236","Limei Che","female",1,2,"M"
"10.1109/TVCG.2012.236","Xiaoru Yuan","male",1,1,"F"
"10.1109/TVCG.2012.236","Xin Zhang","unisex",1,4,"L"
"10.1109/TVCG.2012.236","Yifan Hu","male",0.8,3,"M"
"10.1109/TVCG.2012.237","Camilla Forsell","female",1,2,"M"
"10.1109/TVCG.2012.237","Christian Tominski","male",0.875,1,"F"
"10.1109/TVCG.2012.237","Jimmy Johansson","male",1,3,"L"
"10.1109/TVCG.2012.238","Hendrik Strobelt","male",0.8,4,"L"
"10.1109/TVCG.2012.238","Michael Zinsmaier","male",1,1,"F"
"10.1109/TVCG.2012.238","Oliver Deussen","male",1,3,"M"
"10.1109/TVCG.2012.238","Ulrik Brandes","male",0.8,2,"M"
"10.1109/TVCG.2012.239","Andreas Gerndt","male",1,7,"M"
"10.1109/TVCG.2012.239","Bernd Hamann","male",1,6,"M"
"10.1109/TVCG.2012.239","Eric S. Cowgill","male",1,4,"M"
"10.1109/TVCG.2012.239","Hans Hagen","male",1,8,"L"
"10.1109/TVCG.2012.239","Klaus Gwinner","male",0.8,5,"M"
"10.1109/TVCG.2012.239","Rolf Westerteiger","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.239","Tony Bernardin","male",1,3,"M"
"10.1109/TVCG.2012.239","Tracy Compton","unisex",1,2,"M"
"10.1109/TVCG.2012.240","Hanspeter Pfister","male",1,4,"L"
"10.1109/TVCG.2012.240","Johanna Beyer","female",1,2,"M"
"10.1109/TVCG.2012.240","Markus Hadwiger","male",1,1,"F"
"10.1109/TVCG.2012.240","Won-Ki Jeong","male",1,3,"M"
"10.1109/TVCG.2012.242","Hui Zhang 0006","female",1,1,"F"
"10.1109/TVCG.2012.242","Jianguang Weng","male",1,2,"M"
"10.1109/TVCG.2012.242","Lin Jing","female",0.666666666666667,3,"M"
"10.1109/TVCG.2012.242","Yiwen Zhong","female",1,4,"L"
"10.1109/TVCG.2012.243","Armin Pobitzer","male",1,5,"M"
"10.1109/TVCG.2012.243","Benjamin Schindler","male",1,1,"F"
"10.1109/TVCG.2012.243","Jürgen Waser","male",1,4,"M"
"10.1109/TVCG.2012.243","Kresimir Matkovic","male",1,7,"M"
"10.1109/TVCG.2012.243","Raphael Fuchs","male",0.833333333333333,2,"M"
"10.1109/TVCG.2012.243","Robert Carnecky","male",0.857142857142857,6,"M"
"10.1109/TVCG.2012.243","Ronald Peikert","male",1,8,"L"
"10.1109/TVCG.2012.243","Stefan Barp","male",0.833333333333333,3,"M"
"10.1109/TVCG.2012.244","Isaac Liao","male",1,2,"M"
"10.1109/TVCG.2012.244","Jennifer Frazier","female",1,4,"L"
"10.1109/TVCG.2012.244","Joyce Ma","female",0.8,1,"F"
"10.1109/TVCG.2012.244","Kwan-Liu Ma","male",1,3,"M"
"10.1109/TVCG.2012.245","Cagatay Goncu","male",1,4,"L"
"10.1109/TVCG.2012.245","Helen C. Purchase","female",1,2,"M"
"10.1109/TVCG.2012.245","Kim Marriott","male",0.857142857142857,1,"F"
"10.1109/TVCG.2012.245","Michael Wybrow","male",1,3,"M"
"10.1109/TVCG.2012.248","Bastian Rieck","male",1,1,"F"
"10.1109/TVCG.2012.248","Heike Leitte","female",1,3,"L"
"10.1109/TVCG.2012.248","Hubert Mara","male",1,2,"M"
"10.1109/TVCG.2012.249","Gerik Scheuermann","male",0.8,3,"L"
"10.1109/TVCG.2012.249","Nico Korn","male",0.8,2,"M"
"10.1109/TVCG.2012.249","Steven Schlegel","male",1,1,"F"
"10.1109/TVCG.2012.250","Arlind Nocaj","male",1,1,"F"
"10.1109/TVCG.2012.250","Ulrik Brandes","male",0.8,2,"L"
"10.1109/TVCG.2012.251","Anastasia Bezerianos","female",1,1,"F"
"10.1109/TVCG.2012.251","Petra Isenberg","female",0.857142857142857,2,"L"
"10.1109/TVCG.2012.252","Gonzalo Ramos","male",1,3,"M"
"10.1109/TVCG.2012.252","Marian Dörk","male",1,1,"F"
"10.1109/TVCG.2012.252","Nathalie Henry Riche","female",0.8,2,"M"
"10.1109/TVCG.2012.252","Susan T. Dumais","female",1,4,"L"
"10.1109/TVCG.2012.253","Conglei Shi","male",1,1,"F"
"10.1109/TVCG.2012.253","Huamin Qu","male",1,6,"L"
"10.1109/TVCG.2012.253","Panpan Xu","female",1,4,"M"
"10.1109/TVCG.2012.253","Shixia Liu","female",1,3,"M"
"10.1109/TVCG.2012.253","Wei Chen","male",0.75,5,"M"
"10.1109/TVCG.2012.253","Weiwei Cui","female",1,2,"M"
"10.1109/TVCG.2012.254","Bilal Alsallakh","male",0.8,1,"F"
"10.1109/TVCG.2012.254","Eduard Gröller","male",1,4,"L"
"10.1109/TVCG.2012.254","Silvia Miksch","female",1,3,"M"
"10.1109/TVCG.2012.254","Wolfgang Aigner","male",0.8,2,"M"
"10.1109/TVCG.2012.255","Andreas Butz","male",1,4,"L"
"10.1109/TVCG.2012.255","Annika Frank","female",1,2,"M"
"10.1109/TVCG.2012.255","Michael Sedlmair","male",1,1,"F"
"10.1109/TVCG.2012.255","Tamara Munzner","female",0.833333333333333,3,"M"
"10.1109/TVCG.2012.256","Arvid Lundervold","male",1,2,"M"
"10.1109/TVCG.2012.256","Astri J. Lundervold","female",1,3,"M"
"10.1109/TVCG.2012.256","Cagatay Turkay","male",1,1,"F"
"10.1109/TVCG.2012.256","Helwig Hauser","male",1,4,"L"
"10.1109/TVCG.2012.258","Cindy Grimm","female",1,3,"M"
"10.1109/TVCG.2012.258","Layne T. Watson","male",0.714285714285714,5,"M"
"10.1109/TVCG.2012.258","M. Shahriar Hossain","male",1,1,"F"
"10.1109/TVCG.2012.258","Naren Ramakrishnan","male",1,6,"L"
"10.1109/TVCG.2012.258","Praveen Kumar Reddy Ojili","male",0.8,2,"M"
"10.1109/TVCG.2012.258","Rolf Mueller","male",0.833333333333333,4,"M"
"10.1109/TVCG.2012.259","Fritz Gschwantner","male",1,3,"M"
"10.1109/TVCG.2012.259","Gabor Heinemann","male",1,5,"M"
"10.1109/TVCG.2012.259","Helmut Doleisch","male",0.8,4,"M"
"10.1109/TVCG.2012.259","Markus Hadwiger","male",1,6,"L"
"10.1109/TVCG.2012.259","Thomas Höllt","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.259","Wolfgang Freiler","male",0.8,2,"M"
"10.1109/TVCG.2012.260","Alex Endert","male",0.833333333333333,1,"F"
"10.1109/TVCG.2012.260","Chris North","male",0.833333333333333,3,"L"
"10.1109/TVCG.2012.260","Patrick Fiaux","male",1,2,"M"
"10.1109/TVCG.2012.261","Bernhard Sadransky","male",1,4,"M"
"10.1109/TVCG.2012.261","Eduard Gröller","male",1,5,"L"
"10.1109/TVCG.2012.261","Hrvoje Ribicic","male",1,1,"F"
"10.1109/TVCG.2012.261","Jürgen Waser","male",1,2,"M"
"10.1109/TVCG.2012.261","Roman Gurbat","male",0.8,3,"M"
"10.1109/TVCG.2012.262","Aidan Slingsby","male",0.714285714285714,6,"L"
"10.1109/TVCG.2012.262","Jason Dykes","male",1,4,"M"
"10.1109/TVCG.2012.262","Jo Wood","male",0.6,1,"F"
"10.1109/TVCG.2012.262","Nadia Boukhelifa","female",1,5,"M"
"10.1109/TVCG.2012.262","Petra Isenberg","female",0.857142857142857,2,"M"
"10.1109/TVCG.2012.262","Tobias Isenberg 0001","male",1,3,"M"
"10.1109/TVCG.2012.263","Charles D. Stolper","male",0.857142857142857,2,"M"
"10.1109/TVCG.2012.263","Hannah Pileggi","female",1,1,"F"
"10.1109/TVCG.2012.263","J. Michael Boyle","male",1,3,"M"
"10.1109/TVCG.2012.263","John T. Stasko","male",0.857142857142857,4,"L"
"10.1109/TVCG.2012.264","David S. Ebert","male",1,5,"L"
"10.1109/TVCG.2012.264","Niklas Elmqvist","male",0.8,4,"M"
"10.1109/TVCG.2012.264","Ross Maciejewski","male",1,2,"M"
"10.1109/TVCG.2012.264","Shehzad Afzal","male",0.8,1,"F"
"10.1109/TVCG.2012.264","Yun Jang","female",0.666666666666667,3,"M"
"10.1109/TVCG.2012.265","Christian Tominski","male",0.875,1,"F"
"10.1109/TVCG.2012.265","Gennady L. Andrienko","male",1,3,"M"
"10.1109/TVCG.2012.265","Heidrun Schumann","female",1,2,"M"
"10.1109/TVCG.2012.265","Natalia V. Andrienko","female",1,4,"L"
"10.1109/TVCG.2012.267","Chao Wang","male",0.75,4,"M"
"10.1109/TVCG.2012.267","Feng Dong","male",0.833333333333333,3,"M"
"10.1109/TVCG.2012.267","Gordon Clapworthy","male",1,5,"M"
"10.1109/TVCG.2012.267","Hai Lin 0003","male",0.666666666666667,2,"M"
"10.1109/TVCG.2012.267","Hujun Bao","male",1,6,"L"
"10.1109/TVCG.2012.267","Yubo Tao","male",1,1,"F"
"10.1109/TVCG.2012.269","Markus Rütten","male",1,2,"M"
"10.1109/TVCG.2012.269","Samer S. Barakat","male",0.8,1,"F"
"10.1109/TVCG.2012.269","Xavier Tricoche","male",1,3,"L"
"10.1109/TVCG.2012.271","Eamonn Maguire","male",1,1,"F"
"10.1109/TVCG.2012.271","Jim Davies","male",1,4,"M"
"10.1109/TVCG.2012.271","Min Chen","male",1,5,"L"
"10.1109/TVCG.2012.271","Philippe Rocca-Serra","male",0.6,2,"M"
"10.1109/TVCG.2012.271","Susanna-Assunta Sansone","female",1,3,"M"
"10.1109/TVCG.2012.272","Brenda Caldwell Phillips","female",1,3,"M"
"10.1109/TVCG.2012.272","Chia Shen","female",1,6,"L"
"10.1109/TVCG.2012.272","E. Margaret Evans","male",1,5,"M"
"10.1109/TVCG.2012.272","Florian Block","male",0.8,1,"F"
"10.1109/TVCG.2012.272","Judy Diamond","female",0.875,4,"M"
"10.1109/TVCG.2012.272","Michael S. Horn","male",1,2,"M"
"10.1109/TVCG.2012.273","Eva Mayr","female",1,3,"L"
"10.1109/TVCG.2012.273","Margit Pohl","female",1,1,"F"
"10.1109/TVCG.2012.273","Michael Smuc","male",1,2,"M"
"10.1109/TVCG.2012.274","Alexander S. Szalay","male",1,5,"M"
"10.1109/TVCG.2012.274","Charles Meneveau","male",0.857142857142857,4,"M"
"10.1109/TVCG.2012.274","Florian Reichl","male",0.8,3,"M"
"10.1109/TVCG.2012.274","Kai Bürger","male",0.833333333333333,2,"M"
"10.1109/TVCG.2012.274","Marc Treib","male",0.8,1,"F"
"10.1109/TVCG.2012.274","Rüdiger Westermann","male",1,6,"L"
"10.1109/TVCG.2012.275","Bongshin Lee","female",1,2,"M"
"10.1109/TVCG.2012.275","Jagoda Walny","female",0.8,1,"F"
"10.1109/TVCG.2012.275","M. Sheelagh T. Carpendale","female",1,5,"L"
"10.1109/TVCG.2012.275","Nathalie Henry Riche","female",0.8,4,"M"
"10.1109/TVCG.2012.275","Paul Johns","male",1,3,"M"
"10.1109/TVCG.2012.276","Daniel Weiskopf","male",0.888888888888889,4,"L"
"10.1109/TVCG.2012.276","Gennady L. Andrienko","male",1,1,"F"
"10.1109/TVCG.2012.276","Michael Burch","male",1,3,"M"
"10.1109/TVCG.2012.276","Natalia V. Andrienko","female",1,2,"M"
"10.1109/TVCG.2012.277","Florian Heimerl","male",0.8,1,"F"
"10.1109/TVCG.2012.277","Harald Bosch","male",1,3,"M"
"10.1109/TVCG.2012.277","Steffen Koch","male",0.8,2,"M"
"10.1109/TVCG.2012.277","Thomas Ertl","male",0.833333333333333,4,"L"
"10.1109/TVCG.2012.278","Alexandru Romosan","male",0.8,6,"M"
"10.1109/TVCG.2012.278","Ben Torkian","male",1,12,"M"
"10.1109/TVCG.2012.278","E. Wes Bethel","male",1,2,"M"
"10.1109/TVCG.2012.278","Elizabeth H. Keating","female",1,7,"M"
"10.1109/TVCG.2012.278","Glenn Taylor","male",0.75,11,"M"
"10.1109/TVCG.2012.278","Harinarayan Krishnan","male",1,5,"M"
"10.1109/TVCG.2012.278","Ian Gorton","male",0.833333333333333,14,"L"
"10.1109/TVCG.2012.278","Jennifer L. Horsman","female",1,3,"M"
"10.1109/TVCG.2012.278","Joerg Meyer","male",1,1,"F"
"10.1109/TVCG.2012.278","Laura Monroe","female",1,8,"M"
"10.1109/TVCG.2012.278","Phil Moore","male",0.875,10,"M"
"10.1109/TVCG.2012.278","Richard Strelitz","male",1,9,"M"
"10.1109/TVCG.2012.278","Susan S. Hubbard","female",1,4,"M"
"10.1109/TVCG.2012.278","Timothy C. Johnson","male",1,13,"M"
"10.1109/TVCG.2012.279","Alan M. MacEachren","male",0.857142857142857,1,"F"
"10.1109/TVCG.2012.279","Bonan Li","male",1,4,"M"
"10.1109/TVCG.2012.279","Derek Swingley","male",1,5,"M"
"10.1109/TVCG.2012.279","James O'Brien","male",0.857142857142857,3,"M"
"10.1109/TVCG.2012.279","Mark Gahegan","male",1,6,"L"
"10.1109/TVCG.2012.279","Robert E. Roth","male",0.857142857142857,2,"M"
"10.1109/TVCG.2012.280","Anthony S. Wexler","male",1,5,"M"
"10.1109/TVCG.2012.280","Bernd Hamann","male",1,6,"M"
"10.1109/TVCG.2012.280","Christoph Garth","male",0.8,3,"M"
"10.1109/TVCG.2012.280","Daniel Engel","male",0.888888888888889,1,"F"
"10.1109/TVCG.2012.280","Hans Hagen","male",1,7,"L"
"10.1109/TVCG.2012.280","Keith Bein","male",1,4,"M"
"10.1109/TVCG.2012.280","Klaus Greff","male",0.8,2,"M"
"10.1109/TVCG.2012.281","Andreas M. Tillmann","male",1,5,"M"
"10.1109/TVCG.2012.281","Daniel Weiskopf","male",0.888888888888889,6,"M"
"10.1109/TVCG.2012.281","Dirk A. Lorenz","male",1,4,"M"
"10.1109/TVCG.2012.281","Marco Ament","male",0.8,2,"M"
"10.1109/TVCG.2012.281","Marcus A. Magnor","male",1,7,"L"
