"Paper.DOI","Author.Names","gender","certainty","Author.Position.Per.Paper","PositionRegion"
"10.0000/00000001","Marc Abrams","male",0.8,2,"L"
"10.0000/00000001","Randy L. Ribler","male",0.8,1,"F"
"10.0000/00000002","Donna J. Cox","female",1,1,"F"
"10.1109/INFVIS.1995.528680","Hua Su","unisex",1,4,"L"
"10.1109/INFVIS.1995.528680","Huw Dawkes","male",0.8,3,"M"
"10.1109/INFVIS.1995.528680","Lisa Tweedie","female",0.875,2,"M"
"10.1109/INFVIS.1995.528680","Robert Spence","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1995.528681","Gene Golovchinsky","male",0.875,3,"L"
"10.1109/INFVIS.1995.528681","Klaus Reichenberger","male",0.8,1,"F"
"10.1109/INFVIS.1995.528681","Thomas Kamps","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1995.528682","W. Wright","male",1,1,"F"
"10.1109/INFVIS.1995.528683","Peter Lüders","male",1,1,"F"
"10.1109/INFVIS.1995.528683","Rolf Ernst","male",0.833333333333333,2,"L"
"10.1109/INFVIS.1995.528684","Joe Mattis","male",0.857142857142857,3,"M"
"10.1109/INFVIS.1995.528684","John Kolojejchick","male",0.857142857142857,4,"L"
"10.1109/INFVIS.1995.528684","Mei C. Chuah","female",0.8,1,"F"
"10.1109/INFVIS.1995.528684","Steven F. Roth","male",1,2,"M"
"10.1109/INFVIS.1995.528685","Dean F. Jerding","male",1,1,"F"
"10.1109/INFVIS.1995.528685","John T. Stasko","male",0.857142857142857,2,"L"
"10.1109/INFVIS.1995.528686","Anne Schur","female",1,6,"M"
"10.1109/INFVIS.1995.528686","D. Lantrip","male",1,4,"M"
"10.1109/INFVIS.1995.528686","James A. Wise","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1995.528686","James J. Thomas","male",0.857142857142857,2,"M"
"10.1109/INFVIS.1995.528686","Kelly Pennock","female",0.666666666666667,3,"M"
"10.1109/INFVIS.1995.528686","M. Pottier","male",1,5,"M"
"10.1109/INFVIS.1995.528686","V. Crow","male",1,7,"L"
"10.1109/INFVIS.1995.528687","Henry Sowizral","male",0.833333333333333,2,"L"
"10.1109/INFVIS.1995.528687","Ian G. Angus","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1995.528688","Christopher Ahlberg","male",1,1,"F"
"10.1109/INFVIS.1995.528688","Erik Wistrand","male",1,2,"L"
"10.1109/INFVIS.1995.528689","Rick Kazman","male",1,2,"L"
"10.1109/INFVIS.1995.528689","S. Jeromy Carrière","male",1,1,"F"
"10.1109/INFVIS.1995.528690","Eric Petajan","male",1,4,"L"
"10.1109/INFVIS.1995.528690","Shaul Dar","male",0.8,2,"M"
"10.1109/INFVIS.1995.528690","Ted Leibfried","male",1,3,"M"
"10.1109/INFVIS.1995.528690","Vinod Anupam","male",0.8,1,"F"
"10.1109/INFVIS.1995.528691","Andrew Wood","male",1,3,"M"
"10.1109/INFVIS.1995.528691","Nick S. Drew","male",1,2,"M"
"10.1109/INFVIS.1995.528691","Robert J. Hendley","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1995.528691","Russell Beale","male",1,4,"L"
"10.1109/INFVIS.1995.528692","K. Andrews","male",1,1,"F"
"10.1109/INFVIS.1995.528693","David S. Day","male",1,2,"M"
"10.1109/INFVIS.1995.528693","Lynette Hirschman","female",0.833333333333333,3,"L"
"10.1109/INFVIS.1995.528693","R. Mitchell","male",1,1,"F"
"10.1109/INFVIS.1995.528694","Theresa-Marie Rhyne","female",1,1,"F"
"10.1109/INFVIS.1995.528695","C. A. Burton","male",1,1,"F"
"10.1109/INFVIS.1995.528695","E. A. Sonenberg","male",1,3,"L"
"10.1109/INFVIS.1995.528695","L. J. Johnston","male",1,2,"M"
"10.1109/INFVIS.1995.528696","A. Pernicks","male",1,5,"M"
"10.1109/INFVIS.1995.528696","J. Croall","male",1,4,"M"
"10.1109/INFVIS.1995.528696","Joel Winstead","male",1,3,"M"
"10.1109/INFVIS.1995.528696","Joshua LeVasseur","male",1,2,"M"
"10.1109/INFVIS.1995.528696","Nahum D. Gershon","male",1,1,"F"
"10.1109/INFVIS.1995.528696","William Ruh","male",0.857142857142857,6,"L"
"10.1109/INFVIS.1995.528697","Kenneth C. Cox","male",1,1,"F"
"10.1109/INFVIS.1995.528697","Stephen G. Eick","male",1,2,"L"
"10.1109/INFVIS.1996.559210","Carolyn Dunmire","female",1,8,"L"
"10.1109/INFVIS.1996.559210","Cristina C. Gomberg","female",0.833333333333333,4,"M"
"10.1109/INFVIS.1996.559210","Jeffrey Senn","male",1,3,"M"
"10.1109/INFVIS.1996.559210","John A. Kolojechick","male",0.857142857142857,7,"M"
"10.1109/INFVIS.1996.559210","Michael B. Burks","male",1,5,"M"
"10.1109/INFVIS.1996.559210","Peter Lucas 0002","male",1,2,"M"
"10.1109/INFVIS.1996.559210","Philip J. Stroffolino","male",1,6,"M"
"10.1109/INFVIS.1996.559210","Steven F. Roth","male",1,1,"F"
"10.1109/INFVIS.1996.559211","Michelle X. Zhou","female",0.833333333333333,1,"F"
"10.1109/INFVIS.1996.559211","Steven K. Feiner","male",1,2,"L"
"10.1109/INFVIS.1996.559212","Rick Kazman","male",1,1,"F"
"10.1109/INFVIS.1996.559212","S. Jeromy Carrière","male",1,2,"L"
"10.1109/INFVIS.1996.559213","Mei C. Chuah","female",0.8,1,"F"
"10.1109/INFVIS.1996.559213","Steven F. Roth","male",1,2,"L"
"10.1109/INFVIS.1996.559214","Alan Keahey","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1996.559214","Edward L. Robertson","male",1,2,"L"
"10.1109/INFVIS.1996.559215","David J. Cowperthwaite","male",1,2,"M"
"10.1109/INFVIS.1996.559215","F. David Fracchia","male",1,3,"L"
"10.1109/INFVIS.1996.559215","M. Sheelagh T. Carpendale","female",1,1,"F"
"10.1109/INFVIS.1996.559216","Graham J. Wills","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1996.559218","Keith Andrews","male",1,1,"F"
"10.1109/INFVIS.1996.559218","Michael Pichler","male",1,2,"M"
"10.1109/INFVIS.1996.559218","Peter Wolf","male",1,3,"L"
"10.1109/INFVIS.1996.559219","Kyoji Hirata","male",1,2,"M"
"10.1109/INFVIS.1996.559219","Sougata Mukherjea","male",1,1,"F"
"10.1109/INFVIS.1996.559219","Yoshinori Hara","male",1,3,"L"
"10.1109/INFVIS.1996.559220","Amen Zwa","male",0.8,3,"M"
"10.1109/INFVIS.1996.559220","Chris Shaw 0002","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1996.559220","D. Aaron Roberts","male",1,5,"L"
"10.1109/INFVIS.1996.559220","David S. Ebert","male",1,1,"F"
"10.1109/INFVIS.1996.559220","Ethan L. Miller","male",0.833333333333333,4,"M"
"10.1109/INFVIS.1996.559221","Dianne Hackborn","female",0.833333333333333,2,"L"
"10.1109/INFVIS.1996.559221","Kenneth C. Cox","male",1,1,"F"
"10.1109/INFVIS.1996.559222","Amitabh Varshney","male",1,1,"F"
"10.1109/INFVIS.1996.559222","Arie E. Kaufman","male",0.8,2,"L"
"10.1109/INFVIS.1996.559223","Chris Bentley","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1996.559223","Matthew O. Ward","male",1,2,"L"
"10.1109/INFVIS.1996.559224","Andrew H. Crabb","male",1,2,"M"
"10.1109/INFVIS.1996.559224","Pak Chung Wong","male",1,1,"F"
"10.1109/INFVIS.1996.559224","R. Daniel Bergeron","male",1,3,"L"
"10.1109/INFVIS.1996.559225","Chuck Stein","male",0.833333333333333,2,"L"
"10.1109/INFVIS.1996.559225","Naim Alper","male",0.8,1,"F"
"10.1109/INFVIS.1996.559226","Bill Fenner","male",0.875,4,"L"
"10.1109/INFVIS.1996.559226","Eric Hoffman","male",1,2,"M"
"10.1109/INFVIS.1996.559226","Kimberly C. Claffy","female",1,3,"M"
"10.1109/INFVIS.1996.559226","Tamara Munzner","female",0.833333333333333,1,"F"
"10.1109/INFVIS.1996.559227","Albert N. Badre","male",1,2,"M"
"10.1109/INFVIS.1996.559227","Mark Gray","male",1,1,"F"
"10.1109/INFVIS.1996.559227","Mark Guzdial","male",1,3,"L"
"10.1109/INFVIS.1996.559228","David A. Rushall","male",1,1,"F"
"10.1109/INFVIS.1996.559228","Marc R. Ilgen","male",0.8,2,"L"
"10.1109/INFVIS.1996.559229","David C. Banks","male",1,2,"L"
"10.1109/INFVIS.1996.559229","Liqun Jin","male",1,1,"F"
"10.1109/INFVIS.1997.636718","Tamara Munzner","female",0.833333333333333,1,"F"
"10.1109/INFVIS.1997.636759","J. Finger","male",1,3,"L"
"10.1109/INFVIS.1997.636759","Markus H. Gross","male",1,1,"F"
"10.1109/INFVIS.1997.636759","Thomas C. Sprenger","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1997.636761","Ed Huai-hsin Chi","male",1,1,"F"
"10.1109/INFVIS.1997.636761","John Riedl","male",0.857142857142857,3,"M"
"10.1109/INFVIS.1997.636761","Joseph A. Konstan","male",0.833333333333333,4,"L"
"10.1109/INFVIS.1997.636761","Phillip Barry","male",1,2,"M"
"10.1109/INFVIS.1997.636778","Minoru Maruyama","male",1,2,"L"
"10.1109/INFVIS.1997.636778","Teruhiko Teraoka","male",1,1,"F"
"10.1109/INFVIS.1997.636782","Mei C. Chuah","female",0.8,1,"F"
"10.1109/INFVIS.1997.636782","Stephen G. Eick","male",1,2,"L"
"10.1109/INFVIS.1997.636784","F. David Fracchia","male",1,3,"M"
"10.1109/INFVIS.1997.636784","Hausi A. Müller","male",1,4,"L"
"10.1109/INFVIS.1997.636784","Kenny Wong","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1997.636784","Margaret-Anne D. Storey","female",1,1,"F"
"10.1109/INFVIS.1997.636785","Steven P. Reiss","male",1,1,"F"
"10.1109/INFVIS.1997.636786","Alan Keahey","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1997.636786","Edward L. Robertson","male",1,2,"L"
"10.1109/INFVIS.1997.636787","Ramana Rao","male",0.6,2,"L"
"10.1109/INFVIS.1997.636787","Tichomir Tenev","male",1,1,"F"
"10.1109/INFVIS.1997.636788","John Kolojejchick","male",0.857142857142857,3,"L"
"10.1109/INFVIS.1997.636788","Mark Derthick","male",1,1,"F"
"10.1109/INFVIS.1997.636788","Steven F. Roth","male",1,2,"M"
"10.1109/INFVIS.1997.636789","Aran Lunzer","unisex",1,3,"M"
"10.1109/INFVIS.1997.636789","Dominique Brodbeck","male",0.6,1,"F"
"10.1109/INFVIS.1997.636789","Matthew Chalmers","male",1,2,"M"
"10.1109/INFVIS.1997.636789","Pamela Cotture","female",1,4,"L"
"10.1109/INFVIS.1997.636790","Ben Shneiderman","male",1,3,"L"
"10.1109/INFVIS.1997.636790","Egemen Tanin","male",1,1,"F"
"10.1109/INFVIS.1997.636790","Richard Beigel","male",1,2,"M"
"10.1109/INFVIS.1997.636791","Barry G. Becker","male",0.875,1,"F"
"10.1109/INFVIS.1997.636792","Jock D. Mackinlay","male",1,2,"L"
"10.1109/INFVIS.1997.636792","Stuart K. Card","male",1,1,"F"
"10.1109/INFVIS.1997.636793","Alfred Inselberg","male",1,1,"F"
"10.1109/INFVIS.1997.636794","Richard Brath","male",1,1,"F"
"10.1109/INFVIS.1998.729553","Emmanuel Frécon","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1998.729553","Gareth Smith","male",1,2,"L"
"10.1109/INFVIS.1998.729554","Andrew W. Appel","male",1,2,"L"
"10.1109/INFVIS.1998.729554","Jeffrey L. Korn","male",1,1,"F"
"10.1109/INFVIS.1998.729555","Alex T. Pang","male",0.833333333333333,2,"L"
"10.1109/INFVIS.1998.729555","Chang-Sung Jeong","male",1,1,"F"
"10.1109/INFVIS.1998.729556","Graham J. Wills","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1998.729557","Mei C. Chuah","female",0.8,1,"F"
"10.1109/INFVIS.1998.729558","Alan Keahey","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1998.729559","Daniel A. Keim","male",0.888888888888889,3,"L"
"10.1109/INFVIS.1998.729559","Mihael Ankerst","male",0.8,1,"F"
"10.1109/INFVIS.1998.729559","Stefan Berchtold","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1998.729560","Ed Huai-hsin Chi","male",1,1,"F"
"10.1109/INFVIS.1998.729560","John Riedl","male",0.857142857142857,2,"L"
"10.1109/INFVIS.1998.729561","Ayellet Tal","female",1,3,"M"
"10.1109/INFVIS.1998.729561","Leonid Ulitsky","male",0.8,4,"L"
"10.1109/INFVIS.1998.729561","Yoram Moses","male",1,1,"F"
"10.1109/INFVIS.1998.729561","Zvi Polunsky","male",1,2,"M"
"10.1109/INFVIS.1998.729562","Daniel Bielser","male",0.888888888888889,3,"M"
"10.1109/INFVIS.1998.729562","Markus H. Gross","male",1,2,"M"
"10.1109/INFVIS.1998.729562","T. Strasser","male",1,4,"L"
"10.1109/INFVIS.1998.729562","Thomas C. Sprenger","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1998.729563","Alan M. MacEachren","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1998.729563","Daniel Haug","male",0.888888888888889,3,"M"
"10.1109/INFVIS.1998.729563","Francis P. Boscoe","unisex",1,2,"M"
"10.1109/INFVIS.1998.729563","Linda Pickle","female",1,4,"L"
"10.1109/INFVIS.1998.729564","Giuseppe Carenini","male",1,2,"M"
"10.1109/INFVIS.1998.729564","Johanna D. Moore","female",1,4,"M"
"10.1109/INFVIS.1998.729564","Nancy L. Green","female",1,3,"M"
"10.1109/INFVIS.1998.729564","Stephan M. Kerpedjiev","male",1,1,"F"
"10.1109/INFVIS.1998.729564","Steven F. Roth","male",1,5,"L"
"10.1109/INFVIS.1998.729565","Barry G. Becker","male",0.875,1,"F"
"10.1109/INFVIS.1998.729566","Alex T. Pang","male",0.833333333333333,3,"L"
"10.1109/INFVIS.1998.729566","Doanna Meads","female",1,2,"M"
"10.1109/INFVIS.1998.729566","Marc D. Hansen","male",0.8,1,"F"
"10.1109/INFVIS.1998.729567","Toshiyuki Masui","male",0.8,1,"F"
"10.1109/INFVIS.1998.729568","David S. Ebert","male",1,3,"L"
"10.1109/INFVIS.1998.729568","John L. Sibert","male",0.857142857142857,2,"M"
"10.1109/INFVIS.1998.729568","Randall M. Rohrer","male",1,1,"F"
"10.1109/INFVIS.1998.729569","Min Song","female",1,1,"F"
"10.1109/INFVIS.1998.729570","Elizabeth G. Hetzler","female",1,1,"F"
"10.1109/INFVIS.1998.729570","James J. Thomas","male",0.857142857142857,4,"L"
"10.1109/INFVIS.1998.729570","Lou Martucci","female",0.6,3,"M"
"10.1109/INFVIS.1998.729570","Paul Whitney","male",1,2,"M"
"10.1109/INFVIS.1999.801851","Edward R. van Selow","male",1,2,"L"
"10.1109/INFVIS.1999.801851","Jarke J. van Wijk","male",1,1,"F"
"10.1109/INFVIS.1999.801852","Chris Stolte","male",0.833333333333333,1,"F"
"10.1109/INFVIS.1999.801852","Mendel Rosenblum","male",1,4,"L"
"10.1109/INFVIS.1999.801852","Pat Hanrahan","male",0.75,3,"M"
"10.1109/INFVIS.1999.801852","Robert Bosch","male",0.857142857142857,2,"M"
"10.1109/INFVIS.1999.801853","Ed Huai-hsin Chi","male",1,1,"F"
"10.1109/INFVIS.1999.801853","Stuart K. Card","male",1,2,"L"
"10.1109/INFVIS.1999.801854","Angela Boltman","female",1,2,"L"
"10.1109/INFVIS.1999.801854","Benjamin B. Bederson","male",1,1,"F"
"10.1109/INFVIS.1999.801855","David Sinclair","male",1,3,"M"
"10.1109/INFVIS.1999.801855","Kenneth R. Wood","male",1,4,"L"
"10.1109/INFVIS.1999.801855","Kerry Rodden","female",0.8,1,"F"
"10.1109/INFVIS.1999.801855","Wojciech Basalaj","male",0.8,2,"M"
"10.1109/INFVIS.1999.801856","Chris Hendrickson","male",0.833333333333333,2,"M"
"10.1109/INFVIS.1999.801856","James H. Garrett Jr.","male",0.857142857142857,3,"L"
"10.1109/INFVIS.1999.801856","Octavio Juarez Espinosa","male",0.8,1,"F"
"10.1109/INFVIS.1999.801857","Johan Redström","male",0.8,3,"L"
"10.1109/INFVIS.1999.801857","Lars Erik Holmquist","male",1,2,"M"
"10.1109/INFVIS.1999.801857","Staffan Björk","male",1,1,"F"
"10.1109/INFVIS.1999.801858","Elke A. Rundensteiner","female",1,3,"L"
"10.1109/INFVIS.1999.801858","Matthew O. Ward","male",1,2,"M"
"10.1109/INFVIS.1999.801858","Ying-Huey Fua","female",1,1,"F"
"10.1109/INFVIS.1999.801859","R. Daniel Bergeron","male",1,2,"L"
"10.1109/INFVIS.1999.801859","Richard M. Wilson 0002","male",1,1,"F"
"10.1109/INFVIS.1999.801860","Huub van de Wetering","male",1,2,"L"
"10.1109/INFVIS.1999.801860","Jarke J. van Wijk","male",1,1,"F"
"10.1109/INFVIS.1999.801861","Hidekazu Shiozawa","male",1,1,"F"
"10.1109/INFVIS.1999.801861","Ken-ichi Okada","male",1,2,"M"
"10.1109/INFVIS.1999.801861","Yutaka Matsushita","male",1,3,"L"
"10.1109/INFVIS.1999.801862","Andrew Moore","male",1,3,"M"
"10.1109/INFVIS.1999.801862","James Harrison","male",0.857142857142857,2,"M"
"10.1109/INFVIS.1999.801862","Mark Derthick","male",1,1,"F"
"10.1109/INFVIS.1999.801862","Steven F. Roth","male",1,4,"L"
"10.1109/INFVIS.1999.801863","James K. Rayson","male",0.857142857142857,1,"F"
"10.1109/INFVIS.1999.801864","Jeffrey Senn","male",1,3,"L"
"10.1109/INFVIS.1999.801864","Michael Higgins","male",1,1,"F"
"10.1109/INFVIS.1999.801864","Peter Lucas 0002","male",1,2,"M"
"10.1109/INFVIS.1999.801865","Alfred Inselberg","male",1,1,"F"
"10.1109/INFVIS.1999.801865","Tova Avidan","female",0.8,2,"L"
"10.1109/INFVIS.1999.801866","James J. Thomas","male",0.857142857142857,3,"L"
"10.1109/INFVIS.1999.801866","Pak Chung Wong","male",1,1,"F"
"10.1109/INFVIS.1999.801866","Paul Whitney","male",1,2,"M"
"10.1109/INFVIS.1999.801867","Bob Deletto","male",1,5,"L"
"10.1109/INFVIS.1999.801867","Jim Baker","male",1,4,"M"
"10.1109/INFVIS.1999.801867","Meichun Hsu","female",1,3,"M"
"10.1109/INFVIS.1999.801867","Ming C. Hao","female",0.666666666666667,1,"F"
"10.1109/INFVIS.1999.801867","Umeshwar Dayal","male",1,2,"M"
"10.1109/INFVIS.1999.801868","Stuart J. Rose","male",1,1,"F"
"10.1109/INFVIS.1999.801869","François Guimbretière","male",1,2,"M"
"10.1109/INFVIS.1999.801869","George G. Robertson","male",0.8,3,"L"
"10.1109/INFVIS.1999.801869","Tamara Munzner","female",0.833333333333333,1,"F"
"10.1109/INFVIS.2000.885086","Chris Stolte","male",0.833333333333333,1,"F"
"10.1109/INFVIS.2000.885086","Pat Hanrahan","male",0.75,2,"L"
"10.1109/INFVIS.2000.885087","Allison Woodruff","female",0.833333333333333,2,"L"
"10.1109/INFVIS.2000.885087","Christopher Olston","male",1,1,"F"
"10.1109/INFVIS.2000.885088","Heidrun Schumann","female",1,3,"L"
"10.1109/INFVIS.2000.885088","Matthias Kreuseler","male",1,1,"F"
"10.1109/INFVIS.2000.885088","Norma López","female",1,2,"M"
"10.1109/INFVIS.2000.885089","James Abello","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2000.885089","Jeffrey L. Korn","male",1,2,"L"
"10.1109/INFVIS.2000.885090","Guy Melançon","male",1,3,"L"
"10.1109/INFVIS.2000.885090","Ivan Herman","male",1,1,"F"
"10.1109/INFVIS.2000.885090","M. Scott Marshall","male",1,2,"M"
"10.1109/INFVIS.2000.885091","Eugene Zhang","male",1,2,"L"
"10.1109/INFVIS.2000.885091","John T. Stasko","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2000.885092","Ed Huai-hsin Chi","male",1,1,"F"
"10.1109/INFVIS.2000.885093","Issei Fujishiro","male",1,1,"F"
"10.1109/INFVIS.2000.885093","Rika Furuhata","female",1,2,"M"
"10.1109/INFVIS.2000.885093","Yoshihiko Ichikawa","male",0.8,3,"M"
"10.1109/INFVIS.2000.885093","Yuriko Takeshima","female",0.8,4,"L"
"10.1109/INFVIS.2000.885094","Johan Redström","male",0.8,2,"L"
"10.1109/INFVIS.2000.885094","Staffan Björk","male",1,1,"F"
"10.1109/INFVIS.2000.885095","André Skupin","male",1,1,"F"
"10.1109/INFVIS.2000.885096","Julie Yang-Peláez","female",0.875,1,"F"
"10.1109/INFVIS.2000.885096","Woodie Flowers","male",1,2,"L"
"10.1109/INFVIS.2000.885097","Elizabeth Jurrus","female",1,4,"M"
"10.1109/INFVIS.2000.885097","Harlan Foote","male",1,3,"M"
"10.1109/INFVIS.2000.885097","James J. Thomas","male",0.857142857142857,5,"L"
"10.1109/INFVIS.2000.885097","Pak Chung Wong","male",1,1,"F"
"10.1109/INFVIS.2000.885097","Wendy Cowley","female",0.857142857142857,2,"M"
"10.1109/INFVIS.2000.885098","Elizabeth G. Hetzler","female",1,2,"M"
"10.1109/INFVIS.2000.885098","Lucy T. Nowell","female",1,3,"L"
"10.1109/INFVIS.2000.885098","Susan L. Havre","female",1,1,"F"
"10.1109/INFVIS.2000.885099","Anton Leuski","male",1,1,"F"
"10.1109/INFVIS.2000.885099","James Allan","male",0.857142857142857,2,"L"
"10.1109/INFVIS.2000.885101","Jamie D. Weber","unisex",1,2,"L"
"10.1109/INFVIS.2000.885101","Thomas J. Overbye","male",0.833333333333333,1,"F"
"10.1109/INFVIS.2000.885102","Alan M. MacEachren","male",0.857142857142857,2,"M"
"10.1109/INFVIS.2000.885102","George Otto","male",0.8,5,"L"
"10.1109/INFVIS.2000.885102","Hadi Abdo","male",1,3,"M"
"10.1109/INFVIS.2000.885102","Isaac Brewer","male",1,1,"F"
"10.1109/INFVIS.2000.885102","Jack Gundrum","male",1,4,"M"
"10.1109/INFVIS.2000.885103","Denis Lalanne","male",1,2,"L"
"10.1109/INFVIS.2000.885103","Pearl Pu","female",1,1,"F"
"10.1109/INFVIS.2000.885104","Cristina Russo Dos Santos","female",0.833333333333333,1,"F"
"10.1109/INFVIS.2000.885104","Didier Loisel","male",0.8,4,"M"
"10.1109/INFVIS.2000.885104","J. P. Paris","male",1,6,"L"
"10.1109/INFVIS.2000.885104","N. Trichaud","male",1,5,"M"
"10.1109/INFVIS.2000.885104","Pascal Gros","male",0.833333333333333,2,"M"
"10.1109/INFVIS.2000.885104","Pierre Abel","male",1,3,"M"
"10.1109/INFVIS.2000.885105","Dan Shapiro","male",1,2,"M"
"10.1109/INFVIS.2000.885105","Michael Christensen","male",1,3,"M"
"10.1109/INFVIS.2000.885105","Monika Büscher","female",1,1,"F"
"10.1109/INFVIS.2000.885105","Peter Ørbæk","male",1,5,"L"
"10.1109/INFVIS.2000.885105","Preben Holst Mogensen","male",0.8,4,"M"
"10.1109/INFVIS.2001.963272","Pat Hanrahan","male",0.75,1,"F"
"10.1109/INFVIS.2001.963273","Marc Alexa","male",0.8,2,"M"
"10.1109/INFVIS.2001.963273","Marc Weber","male",0.8,1,"F"
"10.1109/INFVIS.2001.963273","Wolfgang Müller 0004","male",0.8,3,"L"
"10.1109/INFVIS.2001.963274","Elizabeth G. Hetzler","female",1,2,"M"
"10.1109/INFVIS.2001.963274","Lucy T. Nowell","female",1,1,"F"
"10.1109/INFVIS.2001.963274","Ted Tanasse","male",1,3,"L"
"10.1109/INFVIS.2001.963275","Brian N. Wylie","male",1,2,"M"
"10.1109/INFVIS.2001.963275","George S. Davidson","male",0.8,1,"F"
"10.1109/INFVIS.2001.963275","Kevin W. Boyack","male",0.857142857142857,3,"L"
"10.1109/INFVIS.2001.963277","James A. Jones","male",0.857142857142857,3,"M"
"10.1109/INFVIS.2001.963277","James R. Eagan","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2001.963277","John T. Stasko","male",0.857142857142857,4,"L"
"10.1109/INFVIS.2001.963277","Mary Jean Harrold","female",1,2,"M"
"10.1109/INFVIS.2001.963278","Alan Keahey","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2001.963279","Danyel Fisher","male",0.8,2,"M"
"10.1109/INFVIS.2001.963279","Ka-Ping Yee","male",1,1,"F"
"10.1109/INFVIS.2001.963279","Marti A. Hearst","female",0.8,4,"L"
"10.1109/INFVIS.2001.963279","Rachna Dhamija","female",1,3,"M"
"10.1109/INFVIS.2001.963280","Ioannis G. Tollis","male",0.8,2,"L"
"10.1109/INFVIS.2001.963280","Janet M. Six","female",1,1,"F"
"10.1109/INFVIS.2001.963281","Frank van Ham","male",0.8,1,"F"
"10.1109/INFVIS.2001.963281","Huub van de Wetering","male",1,2,"M"
"10.1109/INFVIS.2001.963281","Jarke J. van Wijk","male",1,3,"L"
"10.1109/INFVIS.2001.963282","Irene Finocchi","female",1,2,"M"
"10.1109/INFVIS.2001.963282","James Abello","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2001.963282","Jeffrey L. Korn","male",1,3,"L"
"10.1109/INFVIS.2001.963283","Ben Shneiderman","male",1,1,"F"
"10.1109/INFVIS.2001.963283","Martin Wattenberg","male",1,2,"L"
"10.1109/INFVIS.2001.963284","Jürgen Ebert","male",1,2,"L"
"10.1109/INFVIS.2001.963284","Raimund Dachselt","male",0.8,1,"F"
"10.1109/INFVIS.2001.963285","Ernst Kleiberg","male",1,1,"F"
"10.1109/INFVIS.2001.963285","Huub van de Wetering","male",1,2,"M"
"10.1109/INFVIS.2001.963285","Jarke J. van Wijk","male",1,3,"L"
"10.1109/INFVIS.2001.963286","Helwig Hauser","male",1,3,"L"
"10.1109/INFVIS.2001.963286","Robert Kosara","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2001.963286","Silvia Miksch","female",1,2,"M"
"10.1109/INFVIS.2001.963287","Elizabeth G. Hetzler","female",1,2,"M"
"10.1109/INFVIS.2001.963287","Elizabeth Jurrus","female",1,4,"M"
"10.1109/INFVIS.2001.963287","Kenneth A. Perrine","male",1,3,"M"
"10.1109/INFVIS.2001.963287","Nancy Miller","female",1,5,"L"
"10.1109/INFVIS.2001.963287","Susan L. Havre","female",1,1,"F"
"10.1109/INFVIS.2001.963288","Daniel A. Keim","male",0.888888888888889,1,"F"
"10.1109/INFVIS.2001.963288","Julian Ladisch","male",1,3,"M"
"10.1109/INFVIS.2001.963288","Meichun Hsu","female",1,4,"M"
"10.1109/INFVIS.2001.963288","Ming C. Hao","female",0.666666666666667,2,"M"
"10.1109/INFVIS.2001.963288","Umeshwar Dayal","male",1,5,"L"
"10.1109/INFVIS.2001.963289","Alfred Kobsa","male",1,1,"F"
"10.1109/INFVIS.2001.963290","Padraic Neville","male",0.8,2,"L"
"10.1109/INFVIS.2001.963290","S. Todd Barlow","male",1,1,"F"
"10.1109/INFVIS.2001.963291","Mats Lind","male",0.8,2,"L"
"10.1109/INFVIS.2001.963291","Monica Tavanti","female",1,1,"F"
"10.1109/INFVIS.2001.963292","Padraic Neville","male",0.8,2,"L"
"10.1109/INFVIS.2001.963292","S. Todd Barlow","male",1,1,"F"
"10.1109/INFVIS.2001.963293","Barry G. Becker","male",0.875,2,"L"
"10.1109/INFVIS.2001.963293","Jeffrey Brainerd","male",1,1,"F"
"10.1109/INFVIS.2001.963294","Alan M. MacEachren","male",0.857142857142857,2,"M"
"10.1109/INFVIS.2001.963294","Linda Pickle","female",1,3,"L"
"10.1109/INFVIS.2001.963294","Robert M. Edsall","male",0.857142857142857,1,"F"
"10.1109/INFVIS.2001.963295","David L. Strayer","male",1,6,"L"
"10.1109/INFVIS.2001.963295","Dwayne R. Westenskow","male",1,4,"M"
"10.1109/INFVIS.2001.963295","Frank Drews","male",0.8,3,"M"
